0016070 Bypass Cerebral Ventricle to Nasopharynx with Autologous Tissue Substitute, Open Approach
2W5JX3Z Removal of Brace on Right Finger
2W5JX4Z Removal of Bandage on Right Finger
2W5JX5Z Removal of Packing Material on Right Finger
2W5JX6Z Removal of Pressure Dressing on Right Finger
2W5JX7Z Removal of Intermittent Pressure Device on Right Finger
2W5JXYZ Removal of Other Device on Right Finger
2W5KX0Z Removal of Traction Apparatus on Left Finger
2W5KX1Z Removal of Splint on Left Finger
2W5KX2Z Removal of Cast on Left Finger
2W5KX3Z Removal of Brace on Left Finger
2W5KX4Z Removal of Bandage on Left Finger
2W5KX5Z Removal of Packing Material on Left Finger
2W5KX6Z Removal of Pressure Dressing on Left Finger
2W5KX7Z Removal of Intermittent Pressure Device on Left Finger
2W5KXYZ Removal of Other Device on Left Finger
2W5LX0Z Removal of Traction Apparatus on Right Lower Extremity
2W5LX1Z Removal of Splint on Right Lower Extremity
2W5LX2Z Removal of Cast on Right Lower Extremity
2W5LX3Z Removal of Brace on Right Lower Extremity
2W5LX4Z Removal of Bandage on Right Lower Extremity
2W5LX5Z Removal of Packing Material on Right Lower Extremity
2W5LX6Z Removal of Pressure Dressing on Right Lower Extremity
2W5LX7Z Removal of Intermittent Pressure Device on Right Lower Extremity
2W5LXYZ Removal of Other Device on Right Lower Extremity
2W5MX0Z Removal of Traction Apparatus on Left Lower Extremity
2W5MX1Z Removal of Splint on Left Lower Extremity
2W5MX2Z Removal of Cast on Left Lower Extremity
2W5MX3Z Removal of Brace on Left Lower Extremity
2W5MX4Z Removal of Bandage on Left Lower Extremity
2W5MX5Z Removal of Packing Material on Left Lower Extremity
2W5MX6Z Removal of Pressure Dressing on Left Lower Extremity
2W5MX7Z Removal of Intermittent Pressure Device on Left Lower Extremity
2W5MXYZ Removal of Other Device on Left Lower Extremity
2W5NX0Z Removal of Traction Apparatus on Right Upper Leg
2W5NX1Z Removal of Splint on Right Upper Leg
2W5NX2Z Removal of Cast on Right Upper Leg
2W5NX3Z Removal of Brace on Right Upper Leg
2W5NX4Z Removal of Bandage on Right Upper Leg
2W5NX5Z Removal of Packing Material on Right Upper Leg
2W5NX6Z Removal of Pressure Dressing on Right Upper Leg
2W5NX7Z Removal of Intermittent Pressure Device on Right Upper Leg
2W5NXYZ Removal of Other Device on Right Upper Leg
2W5PX0Z Removal of Traction Apparatus on Left Upper Leg
2W5PX1Z Removal of Splint on Left Upper Leg
2W5PX2Z Removal of Cast on Left Upper Leg
2W5PX3Z Removal of Brace on Left Upper Leg
2W5PX4Z Removal of Bandage on Left Upper Leg
2W5PX5Z Removal of Packing Material on Left Upper Leg
2W5PX6Z Removal of Pressure Dressing on Left Upper Leg
2W5PX7Z Removal of Intermittent Pressure Device on Left Upper Leg
2W5PXYZ Removal of Other Device on Left Upper Leg
2W5QX0Z Removal of Traction Apparatus on Right Lower Leg
2W5QX1Z Removal of Splint on Right Lower Leg
2W5QX2Z Removal of Cast on Right Lower Leg
2W5QX3Z Removal of Brace on Right Lower Leg
2W5QX4Z Removal of Bandage on Right Lower Leg
2W5QX5Z Removal of Packing Material on Right Lower Leg
2W5QX6Z Removal of Pressure Dressing on Right Lower Leg
2W5QX7Z Removal of Intermittent Pressure Device on Right Lower Leg
2W5QXYZ Removal of Other Device on Right Lower Leg
2W5RX0Z Removal of Traction Apparatus on Left Lower Leg
2W5RX1Z Removal of Splint on Left Lower Leg
2W5RX2Z Removal of Cast on Left Lower Leg
2W5RX3Z Removal of Brace on Left Lower Leg
2W5RX4Z Removal of Bandage on Left Lower Leg
2W5RX5Z Removal of Packing Material on Left Lower Leg
2W5RX6Z Removal of Pressure Dressing on Left Lower Leg
2W5RX7Z Removal of Intermittent Pressure Device on Left Lower Leg
2W5RXYZ Removal of Other Device on Left Lower Leg
2W5SX0Z Removal of Traction Apparatus on Right Foot
2W5SX1Z Removal of Splint on Right Foot
2W5SX2Z Removal of Cast on Right Foot
2W5SX3Z Removal of Brace on Right Foot
2W5SX4Z Removal of Bandage on Right Foot
2W5SX5Z Removal of Packing Material on Right Foot
2W5SX6Z Removal of Pressure Dressing on Right Foot
2W5SX7Z Removal of Intermittent Pressure Device on Right Foot
2W5SXYZ Removal of Other Device on Right Foot
2W5TX0Z Removal of Traction Apparatus on Left Foot
2W5TX1Z Removal of Splint on Left Foot
2W5TX2Z Removal of Cast on Left Foot
2W5TX3Z Removal of Brace on Left Foot
2W5TX4Z Removal of Bandage on Left Foot
2W5TX5Z Removal of Packing Material on Left Foot
2W5TX6Z Removal of Pressure Dressing on Left Foot
2W5TX7Z Removal of Intermittent Pressure Device on Left Foot
2W5TXYZ Removal of Other Device on Left Foot
2W5UX0Z Removal of Traction Apparatus on Right Toe
2W5UX1Z Removal of Splint on Right Toe
2W5UX2Z Removal of Cast on Right Toe
2W5UX3Z Removal of Brace on Right Toe
2W5UX4Z Removal of Bandage on Right Toe
2W5UX5Z Removal of Packing Material on Right Toe
2W5UX6Z Removal of Pressure Dressing on Right Toe
2W5UX7Z Removal of Intermittent Pressure Device on Right Toe
2W5UXYZ Removal of Other Device on Right Toe
2W5VX0Z Removal of Traction Apparatus on Left Toe
2W5VX1Z Removal of Splint on Left Toe
2W5VX2Z Removal of Cast on Left Toe
2W5VX3Z Removal of Brace on Left Toe
2W5VX4Z Removal of Bandage on Left Toe
2W5VX5Z Removal of Packing Material on Left Toe
2W5VX6Z Removal of Pressure Dressing on Left Toe
2W5VX7Z Removal of Intermittent Pressure Device on Left Toe
2W5VXYZ Removal of Other Device on Left Toe
2W60X0Z Traction of Head using Traction Apparatus
2W60XZZ Traction of Head
2W61X0Z Traction of Face using Traction Apparatus
2W61XZZ Traction of Face
2W62X0Z Traction of Neck using Traction Apparatus
2W62XZZ Traction of Neck
2W63X0Z Traction of Abdominal Wall using Traction Apparatus
2W63XZZ Traction of Abdominal Wall
2W64X0Z Traction of Chest Wall using Traction Apparatus
2W64XZZ Traction of Chest Wall
2W65X0Z Traction of Back using Traction Apparatus
2W65XZZ Traction of Back
2W66X0Z Traction of Right Inguinal Region using Traction Apparatus
2W66XZZ Traction of Right Inguinal Region
2W67X0Z Traction of Left Inguinal Region using Traction Apparatus
2W67XZZ Traction of Left Inguinal Region
2W68X0Z Traction of Right Upper Extremity using Traction Apparatus
2W68XZZ Traction of Right Upper Extremity
2W69X0Z Traction of Left Upper Extremity using Traction Apparatus
2W69XZZ Traction of Left Upper Extremity
2W6AX0Z Traction of Right Upper Arm using Traction Apparatus
2W6AXZZ Traction of Right Upper Arm
2W6BX0Z Traction of Left Upper Arm using Traction Apparatus
2W6BXZZ Traction of Left Upper Arm
2W6CX0Z Traction of Right Lower Arm using Traction Apparatus
2W6CXZZ Traction of Right Lower Arm
2W6DX0Z Traction of Left Lower Arm using Traction Apparatus
2W6DXZZ Traction of Left Lower Arm
2W6EX0Z Traction of Right Hand using Traction Apparatus
2W6EXZZ Traction of Right Hand
2W6FX0Z Traction of Left Hand using Traction Apparatus
2W6FXZZ Traction of Left Hand
2W6GX0Z Traction of Right Thumb using Traction Apparatus
2W6GXZZ Traction of Right Thumb
2W6HX0Z Traction of Left Thumb using Traction Apparatus
2W6HXZZ Traction of Left Thumb
2W6JX0Z Traction of Right Finger using Traction Apparatus
2W6JXZZ Traction of Right Finger
2W6KX0Z Traction of Left Finger using Traction Apparatus
2W6KXZZ Traction of Left Finger
2W6LX0Z Traction of Right Lower Extremity using Traction Apparatus
2W6LXZZ Traction of Right Lower Extremity
2W6MX0Z Traction of Left Lower Extremity using Traction Apparatus
2W6MXZZ Traction of Left Lower Extremity
2W6NX0Z Traction of Right Upper Leg using Traction Apparatus
2W6NXZZ Traction of Right Upper Leg
2W6PX0Z Traction of Left Upper Leg using Traction Apparatus
2W6PXZZ Traction of Left Upper Leg
2W6QX0Z Traction of Right Lower Leg using Traction Apparatus
2W6QXZZ Traction of Right Lower Leg
2W6RX0Z Traction of Left Lower Leg using Traction Apparatus
2W6RXZZ Traction of Left Lower Leg
2W6SX0Z Traction of Right Foot using Traction Apparatus
2W6SXZZ Traction of Right Foot
2W6TX0Z Traction of Left Foot using Traction Apparatus
2W6TXZZ Traction of Left Foot
2W6UX0Z Traction of Right Toe using Traction Apparatus
2W6UXZZ Traction of Right Toe
2W6VX0Z Traction of Left Toe using Traction Apparatus
2W6VXZZ Traction of Left Toe
2Y00X5Z Change Mouth and Pharynx Packing Material
2Y01X5Z Change Nasal Packing Material
2Y02X5Z Change Ear Packing Material
2Y03X5Z Change Anorectal Packing Material
2Y04X5Z Change Female Genital Tract Packing Material
2Y05X5Z Change Urethra Packing Material
2Y40X5Z Packing of Mouth and Pharynx using Packing Material
2Y41X5Z Packing of Nasal Region using Packing Material
2Y42X5Z Packing of Ear using Packing Material
2Y43X5Z Packing of Anorectal Region using Packing Material
2Y44X5Z Packing of Female Genital Tract using Packing Material
2Y45X5Z Packing of Urethra using Packing Material
2Y50X5Z Removal of Mouth and Pharynx Packing Material
2Y51X5Z Removal of Nasal Packing Material
2Y52X5Z Removal of Ear Packing Material
2Y53X5Z Removal of Anorectal Packing Material
2Y54X5Z Removal of Female Genital Tract Packing Material
2Y55X5Z Removal of Urethra Packing Material
30230AZ Transfusion of Embryonic Stem Cells into Peripheral Vein, Open Approach
30230C0 Transfusion of Autologous Hematopoietic Stem/Progenitor Cells, Genetically Modified into Peripheral Vein, Open Approach
30230G0 Transfusion of Autologous Bone Marrow into Peripheral Vein, Open Approach
30230G2 Transfusion of Allogeneic Related Bone Marrow into Peripheral Vein, Open Approach
30230G3 Transfusion of Allogeneic Unrelated Bone Marrow into Peripheral Vein, Open Approach
30230G4 Transfusion of Allogeneic Unspecified Bone Marrow into Peripheral Vein, Open Approach
30230H0 Transfusion of Autologous Whole Blood into Peripheral Vein, Open Approach
30230H1 Transfusion of Nonautologous Whole Blood into Peripheral Vein, Open Approach
30230J0 Transfusion of Autologous Serum Albumin into Peripheral Vein, Open Approach
30230J1 Transfusion of Nonautologous Serum Albumin into Peripheral Vein, Open Approach
30230K0 Transfusion of Autologous Frozen Plasma into Peripheral Vein, Open Approach
30230K1 Transfusion of Nonautologous Frozen Plasma into Peripheral Vein, Open Approach
30230L0 Transfusion of Autologous Fresh Plasma into Peripheral Vein, Open Approach
30230L1 Transfusion of Nonautologous Fresh Plasma into Peripheral Vein, Open Approach
30230M0 Transfusion of Autologous Plasma Cryoprecipitate into Peripheral Vein, Open Approach
30230M1 Transfusion of Nonautologous Plasma Cryoprecipitate into Peripheral Vein, Open Approach
30230N0 Transfusion of Autologous Red Blood Cells into Peripheral Vein, Open Approach
30230N1 Transfusion of Nonautologous Red Blood Cells into Peripheral Vein, Open Approach
30230P0 Transfusion of Autologous Frozen Red Cells into Peripheral Vein, Open Approach
30230P1 Transfusion of Nonautologous Frozen Red Cells into Peripheral Vein, Open Approach
30230Q0 Transfusion of Autologous White Cells into Peripheral Vein, Open Approach
30230Q1 Transfusion of Nonautologous White Cells into Peripheral Vein, Open Approach
30230R0 Transfusion of Autologous Platelets into Peripheral Vein, Open Approach
30230R1 Transfusion of Nonautologous Platelets into Peripheral Vein, Open Approach
30230S0 Transfusion of Autologous Globulin into Peripheral Vein, Open Approach
30230S1 Transfusion of Nonautologous Globulin into Peripheral Vein, Open Approach
30230T0 Transfusion of Autologous Fibrinogen into Peripheral Vein, Open Approach
30230T1 Transfusion of Nonautologous Fibrinogen into Peripheral Vein, Open Approach
30230U2 Transfusion of Allogeneic Related T-cell Depleted Hematopoietic Stem Cells into Peripheral Vein, Open Approach
30230U3 Transfusion of Allogeneic Unrelated T-cell Depleted Hematopoietic Stem Cells into Peripheral Vein, Open Approach
30230U4 Transfusion of Allogeneic Unspecified T-cell Depleted Hematopoietic Stem Cells into Peripheral Vein, Open Approach
30230V0 Transfusion of Autologous Antihemophilic Factors into Peripheral Vein, Open Approach
30230V1 Transfusion of Nonautologous Antihemophilic Factors into Peripheral Vein, Open Approach
30230W0 Transfusion of Autologous Factor IX into Peripheral Vein, Open Approach
30230W1 Transfusion of Nonautologous Factor IX into Peripheral Vein, Open Approach
30230X0 Transfusion of Autologous Cord Blood Stem Cells into Peripheral Vein, Open Approach
30230X2 Transfusion of Allogeneic Related Cord Blood Stem Cells into Peripheral Vein, Open Approach
30230X3 Transfusion of Allogeneic Unrelated Cord Blood Stem Cells into Peripheral Vein, Open Approach
30230X4 Transfusion of Allogeneic Unspecified Cord Blood Stem Cells into Peripheral Vein, Open Approach
30230Y0 Transfusion of Autologous Hematopoietic Stem Cells into Peripheral Vein, Open Approach
30230Y2 Transfusion of Allogeneic Related Hematopoietic Stem Cells into Peripheral Vein, Open Approach
30230Y3 Transfusion of Allogeneic Unrelated Hematopoietic Stem Cells into Peripheral Vein, Open Approach
30230Y4 Transfusion of Allogeneic Unspecified Hematopoietic Stem Cells into Peripheral Vein, Open Approach
30233AZ Transfusion of Embryonic Stem Cells into Peripheral Vein, Percutaneous Approach
30233C0 Transfusion of Autologous Hematopoietic Stem/Progenitor Cells, Genetically Modified into Peripheral Vein, Percutaneous Approach
30233G0 Transfusion of Autologous Bone Marrow into Peripheral Vein, Percutaneous Approach
30233G2 Transfusion of Allogeneic Related Bone Marrow into Peripheral Vein, Percutaneous Approach
30233G3 Transfusion of Allogeneic Unrelated Bone Marrow into Peripheral Vein, Percutaneous Approach
30233G4 Transfusion of Allogeneic Unspecified Bone Marrow into Peripheral Vein, Percutaneous Approach
30233H0 Transfusion of Autologous Whole Blood into Peripheral Vein, Percutaneous Approach
30233H1 Transfusion of Nonautologous Whole Blood into Peripheral Vein, Percutaneous Approach
30233J0 Transfusion of Autologous Serum Albumin into Peripheral Vein, Percutaneous Approach
30233J1 Transfusion of Nonautologous Serum Albumin into Peripheral Vein, Percutaneous Approach
30233K0 Transfusion of Autologous Frozen Plasma into Peripheral Vein, Percutaneous Approach
30233K1 Transfusion of Nonautologous Frozen Plasma into Peripheral Vein, Percutaneous Approach
30233L0 Transfusion of Autologous Fresh Plasma into Peripheral Vein, Percutaneous Approach
30233L1 Transfusion of Nonautologous Fresh Plasma into Peripheral Vein, Percutaneous Approach
30233M0 Transfusion of Autologous Plasma Cryoprecipitate into Peripheral Vein, Percutaneous Approach
30233M1 Transfusion of Nonautologous Plasma Cryoprecipitate into Peripheral Vein, Percutaneous Approach
30233N0 Transfusion of Autologous Red Blood Cells into Peripheral Vein, Percutaneous Approach
30233N1 Transfusion of Nonautologous Red Blood Cells into Peripheral Vein, Percutaneous Approach
30233P0 Transfusion of Autologous Frozen Red Cells into Peripheral Vein, Percutaneous Approach
30233P1 Transfusion of Nonautologous Frozen Red Cells into Peripheral Vein, Percutaneous Approach
30233Q0 Transfusion of Autologous White Cells into Peripheral Vein, Percutaneous Approach
30233Q1 Transfusion of Nonautologous White Cells into Peripheral Vein, Percutaneous Approach
30233R0 Transfusion of Autologous Platelets into Peripheral Vein, Percutaneous Approach
30233R1 Transfusion of Nonautologous Platelets into Peripheral Vein, Percutaneous Approach
30233S0 Transfusion of Autologous Globulin into Peripheral Vein, Percutaneous Approach
30233S1 Transfusion of Nonautologous Globulin into Peripheral Vein, Percutaneous Approach
30233T0 Transfusion of Autologous Fibrinogen into Peripheral Vein, Percutaneous Approach
30233T1 Transfusion of Nonautologous Fibrinogen into Peripheral Vein, Percutaneous Approach
30233U2 Transfusion of Allogeneic Related T-cell Depleted Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach
30233U3 Transfusion of Allogeneic Unrelated T-cell Depleted Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach
30233U4 Transfusion of Allogeneic Unspecified T-cell Depleted Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach
30233V0 Transfusion of Autologous Antihemophilic Factors into Peripheral Vein, Percutaneous Approach
30233V1 Transfusion of Nonautologous Antihemophilic Factors into Peripheral Vein, Percutaneous Approach
30233W0 Transfusion of Autologous Factor IX into Peripheral Vein, Percutaneous Approach
30233W1 Transfusion of Nonautologous Factor IX into Peripheral Vein, Percutaneous Approach
30233X0 Transfusion of Autologous Cord Blood Stem Cells into Peripheral Vein, Percutaneous Approach
30233X2 Transfusion of Allogeneic Related Cord Blood Stem Cells into Peripheral Vein, Percutaneous Approach
30233X3 Transfusion of Allogeneic Unrelated Cord Blood Stem Cells into Peripheral Vein, Percutaneous Approach
30233X4 Transfusion of Allogeneic Unspecified Cord Blood Stem Cells into Peripheral Vein, Percutaneous Approach
30233Y0 Transfusion of Autologous Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach
